name,official_name,slug,lga_key,lga,planning_region,zone,priority,page_status,index_recommendation,latitude,longitude,estimated_cbd_distance_km,nearby_areas,regional_anchors,property_profile,local_context,service_notes
Belgrave,BELGRAVE,belgrave,YARRA RANGES,Yarra Ranges Shire,Eastern,East & Dandenong Ranges,3,coverage_only,False,-37.91239,145.35529,36.1,Tecoma | Belgrave Heights | Selby,Yarra Valley | Dandenong Ranges | Warburton Highway corridor,"hills, rural-residential or township properties","Belgrave is within the outer-east and Dandenong Ranges catchment, where terrain and tree cover shape access, close to Tecoma, Belgrave Heights, Selby. The broader catchment is shaped by Yarra Valley, Dandenong Ranges, Warburton Highway corridor. The local job mix commonly includes hills homes, weatherboard houses, acreage and established outer-eastern estates.","Allow extra time for hills, winding roads, steep driveways and weather-sensitive access on outer jobs."
Belgrave Heights,BELGRAVE HEIGHTS,belgrave-heights,YARRA RANGES,Yarra Ranges Shire,Eastern,East & Dandenong Ranges,3,coverage_only,False,-37.92623,145.34371,35.7,Belgrave | Belgrave South | Tecoma,Yarra Valley | Dandenong Ranges | Warburton Highway corridor,"hills, rural-residential or township properties","Belgrave Heights is within the outer-east and Dandenong Ranges catchment, where terrain and tree cover shape access, close to Belgrave, Belgrave South, Tecoma. The broader catchment is shaped by Yarra Valley, Dandenong Ranges, Warburton Highway corridor. The local job mix commonly includes hills homes, weatherboard houses, acreage and established outer-eastern estates.","Allow extra time for hills, winding roads, steep driveways and weather-sensitive access on outer jobs."
Belgrave South,BELGRAVE SOUTH,belgrave-south,YARRA RANGES,Yarra Ranges Shire,Eastern,East & Dandenong Ranges,3,coverage_only,False,-37.94247,145.35732,37.5,Belgrave Heights | Narre Warren East | Selby,Yarra Valley | Dandenong Ranges | Warburton Highway corridor,"hills, rural-residential or township properties","Belgrave South is within the outer-east and Dandenong Ranges catchment, where terrain and tree cover shape access, close to Belgrave Heights, Narre Warren East, Selby. The broader catchment is shaped by Yarra Valley, Dandenong Ranges, Warburton Highway corridor. The local job mix commonly includes hills homes, weatherboard houses, acreage and established outer-eastern estates.","Allow extra time for hills, winding roads, steep driveways and weather-sensitive access on outer jobs."
Chum Creek,CHUM CREEK,chum-creek,YARRA RANGES,Yarra Ranges Shire,Eastern,East & Dandenong Ranges,3,coverage_only,False,-37.6053,145.48732,51.6,Dixons Creek | Tarrawarra | Healesville,Yarra Valley | Dandenong Ranges | Warburton Highway corridor,"hills, rural-residential or township properties","Chum Creek is within the outer-east and Dandenong Ranges catchment, where terrain and tree cover shape access, close to Dixons Creek, Tarrawarra, Healesville. The broader catchment is shaped by Yarra Valley, Dandenong Ranges, Warburton Highway corridor. The local job mix commonly includes hills homes, weatherboard houses, acreage and established outer-eastern estates.","Allow extra time for hills, winding roads, steep driveways and weather-sensitive access on outer jobs."
Coldstream,COLDSTREAM,coldstream,YARRA RANGES,Yarra Ranges Shire,Eastern,East & Dandenong Ranges,3,coverage_only,False,-37.70369,145.40871,41.0,Yering | Gruyere | Tarrawarra,Yarra Valley | Dandenong Ranges | Warburton Highway corridor,"hills, rural-residential or township properties","Coldstream is within the outer-east and Dandenong Ranges catchment, where terrain and tree cover shape access, close to Yering, Gruyere, Tarrawarra. The broader catchment is shaped by Yarra Valley, Dandenong Ranges, Warburton Highway corridor. The local job mix commonly includes hills homes, weatherboard houses, acreage and established outer-eastern estates.","Allow extra time for hills, winding roads, steep driveways and weather-sensitive access on outer jobs."
Dixons Creek,DIXONS CREEK,dixons-creek,YARRA RANGES,Yarra Ranges Shire,Eastern,East & Dandenong Ranges,3,coverage_only,False,-37.59357,145.4275,47.6,Steels Creek | Chum Creek | Tarrawarra,Yarra Valley | Dandenong Ranges | Warburton Highway corridor,"hills, rural-residential or township properties","Dixons Creek is within the outer-east and Dandenong Ranges catchment, where terrain and tree cover shape access, close to Steels Creek, Chum Creek, Tarrawarra. The broader catchment is shaped by Yarra Valley, Dandenong Ranges, Warburton Highway corridor. The local job mix commonly includes hills homes, weatherboard houses, acreage and established outer-eastern estates.","Allow extra time for hills, winding roads, steep driveways and weather-sensitive access on outer jobs."
Ferny Creek,FERNY CREEK,ferny-creek,YARRA RANGES,Yarra Ranges Shire,Eastern,East & Dandenong Ranges,3,coverage_only,False,-37.87672,145.33533,33.4,Tremont | Sassafras | Sherbrooke,Yarra Valley | Dandenong Ranges | Warburton Highway corridor,"hills, rural-residential or township properties","Ferny Creek is within the outer-east and Dandenong Ranges catchment, where terrain and tree cover shape access, close to Tremont, Sassafras, Sherbrooke. The broader catchment is shaped by Yarra Valley, Dandenong Ranges, Warburton Highway corridor. The local job mix commonly includes hills homes, weatherboard houses, acreage and established outer-eastern estates.","Allow extra time for hills, winding roads, steep driveways and weather-sensitive access on outer jobs."
Gladysdale,GLADYSDALE,gladysdale,YARRA RANGES,Yarra Ranges Shire,Eastern,East & Dandenong Ranges,3,coverage_only,False,-37.83899,145.64248,59.7,Three Bridges | Hoddles Creek | Yarra Junction,Yarra Valley | Dandenong Ranges | Warburton Highway corridor,"hills, rural-residential or township properties","Gladysdale is within the outer-east and Dandenong Ranges catchment, where terrain and tree cover shape access, close to Three Bridges, Hoddles Creek, Yarra Junction. The broader catchment is shaped by Yarra Valley, Dandenong Ranges, Warburton Highway corridor. The local job mix commonly includes hills homes, weatherboard houses, acreage and established outer-eastern estates.","Allow extra time for hills, winding roads, steep driveways and weather-sensitive access on outer jobs."
Gruyere,GRUYERE,gruyere,YARRA RANGES,Yarra Ranges Shire,Eastern,East & Dandenong Ranges,3,coverage_only,False,-37.73013,145.46551,45.1,Coldstream | Seville East | Wandin North,Yarra Valley | Dandenong Ranges | Warburton Highway corridor,"hills, rural-residential or township properties","Gruyere is within the outer-east and Dandenong Ranges catchment, where terrain and tree cover shape access, close to Coldstream, Seville East, Wandin North. The broader catchment is shaped by Yarra Valley, Dandenong Ranges, Warburton Highway corridor. The local job mix commonly includes hills homes, weatherboard houses, acreage and established outer-eastern estates.","Allow extra time for hills, winding roads, steep driveways and weather-sensitive access on outer jobs."
Healesville,HEALESVILLE,healesville,YARRA RANGES,Yarra Ranges Shire,Eastern,East & Dandenong Ranges,3,coverage_only,False,-37.66026,145.55093,54.4,Badger Creek | Mount Toolebewong | Chum Creek,Yarra Valley | Dandenong Ranges | Warburton Highway corridor,"hills, rural-residential or township properties","Healesville is within the outer-east and Dandenong Ranges catchment, where terrain and tree cover shape access, close to Badger Creek, Mount Toolebewong, Chum Creek. The broader catchment is shaped by Yarra Valley, Dandenong Ranges, Warburton Highway corridor. The local job mix commonly includes hills homes, weatherboard houses, acreage and established outer-eastern estates.","Allow extra time for hills, winding roads, steep driveways and weather-sensitive access on outer jobs."
Hoddles Creek,HODDLES CREEK,hoddles-creek,YARRA RANGES,Yarra Ranges Shire,Eastern,East & Dandenong Ranges,3,coverage_only,False,-37.85091,145.59395,55.6,Gladysdale | Yellingbo | Beenak,Yarra Valley | Dandenong Ranges | Warburton Highway corridor,"hills, rural-residential or township properties","Hoddles Creek is within the outer-east and Dandenong Ranges catchment, where terrain and tree cover shape access, close to Gladysdale, Yellingbo, Beenak. The broader catchment is shaped by Yarra Valley, Dandenong Ranges, Warburton Highway corridor. The local job mix commonly includes hills homes, weatherboard houses, acreage and established outer-eastern estates.","Allow extra time for hills, winding roads, steep driveways and weather-sensitive access on outer jobs."
Kallista,KALLISTA,kallista,YARRA RANGES,Yarra Ranges Shire,Eastern,East & Dandenong Ranges,3,coverage_only,False,-37.90023,145.40423,39.9,The Patch | Menzies Creek | Selby,Yarra Valley | Dandenong Ranges | Warburton Highway corridor,"hills, rural-residential or township properties","Kallista is within the outer-east and Dandenong Ranges catchment, where terrain and tree cover shape access, close to The Patch, Menzies Creek, Selby. The broader catchment is shaped by Yarra Valley, Dandenong Ranges, Warburton Highway corridor. The local job mix commonly includes hills homes, weatherboard houses, acreage and established outer-eastern estates.","Allow extra time for hills, winding roads, steep driveways and weather-sensitive access on outer jobs."
Kalorama,KALORAMA,kalorama,YARRA RANGES,Yarra Ranges Shire,Eastern,East & Dandenong Ranges,3,coverage_only,False,-37.81812,145.38323,36.9,Montrose | Mount Evelyn | Mount Dandenong,Yarra Valley | Dandenong Ranges | Warburton Highway corridor,"hills, rural-residential or township properties","Kalorama is within the outer-east and Dandenong Ranges catchment, where terrain and tree cover shape access, close to Montrose, Mount Evelyn, Mount Dandenong. The broader catchment is shaped by Yarra Valley, Dandenong Ranges, Warburton Highway corridor. The local job mix commonly includes hills homes, weatherboard houses, acreage and established outer-eastern estates.","Allow extra time for hills, winding roads, steep driveways and weather-sensitive access on outer jobs."
